unixtime,latitudine,longitudine,altitudine,precisione_orizzontale,precisione_verticale,geometry,delta_tempo,distanza_orizzontale,distanza_verticale,distanza_reale,pendenza,velocita,delta_velocita,accelerazione,pendenza_radianti,accelerazione_max,distanza_percorsa,time_from_start,stato,time_from_start_minuti,velocita_kmh,impianti
1734869378.0,46.503815,12.931925,1640.838926,2.5,3.8,POINT (1439575.305976804 5861456.806681019),2.0,23.657926066630893,-4.606543999999985,24.1022346142035,-11.01845586689488,12.05111730710175,0.7788125192045747,0.38940625960228736,-0.19230833336300174,-1.8749380446811008,24110.393916242137,10331.0,Discesa,172.18333333333334,43.3840223055663,Giro d'Italia-Valvan
1734869380.0,46.503887,12.932112,1637.906982,2.6,3.8,POINT (1439596.1227215827 5861468.45121911),2.0,23.852298222967892,-2.9319439999999304,24.03182111569019,-7.007690859099817,12.015910557845094,-0.035206749256655456,-0.017603374628327728,-0.12230727845320184,-1.196845237051993,24126.82812614151,10333.0,Discesa,172.21666666666667,43.25727800824234,Giro d'Italia-Valvan
1734869382.0,46.503999,12.932286,1634.646588,2.8,3.8,POINT (1439615.4923129806 5861486.564975682),2.0,26.519601204934297,-3.2603939999999056,26.719270519682755,-7.00893154798882,13.359635259841378,1.3437247019962832,0.6718623509981416,-0.12232893255930785,-1.1970560766783551,24145.086799493325,10335.0,Discesa,172.25,48.09468693542896,Giro d'Italia-Valvan
1734869384.0,46.504068,12.932495,1632.572055,3.2,3.8,POINT (1439638.7580865563 5861497.724362147),2.0,25.80364560213741,-2.074532999999974,25.886904286314234,-4.596516371864787,12.943452143157117,-0.41618311668426067,-0.20809155834213033,-0.08022434481086459,-0.7861569118080646,24162.86832874586,10337.0,Discesa,172.28333333333333,46.59642771536562,Giro d'Italia-Valvan
1734869386.0,46.504109,12.932711,1631.974609,3.8,3.8,POINT (1439662.8030965677 5861504.355308641),2.0,24.942573200278204,-0.5974459999999908,24.9497274448871,-1.3721354921732516,12.47486372244355,-0.46858842071356754,-0.23429421035678377,-0.023948282121896123,-0.23491019182259576,24180.062829441973,10339.0,Discesa,172.31666666666666,44.90950940079678,Giro d'Italia-Valvan
1734869388.0,46.50413,12.932921,1628.907371,3.1,3.8,POINT (1439686.1801896344 5861507.751649025),2.0,23.622523325290164,-3.0672380000000885,23.820821925418997,-7.398110623613954,11.910410962709499,-0.564452759734051,-0.2822263798670255,-0.12912138880883445,-1.263164003081376,24196.34991513461,10341.0,Discesa,172.35,42.8774794657542,Giro d'Italia-Valvan
1734869390.0,46.504133,12.933121,1626.602609,2.9,3.8,POINT (1439708.4440877931 5861508.236840615),2.0,22.26918436088703,-2.3047619999999824,22.388133016752857,-5.9088223448527435,11.194066508376428,-0.7163444543330701,-0.3581722271665351,-0.10312840483309219,-1.009897306000512,24211.704892631442,10343.0,Discesa,172.38333333333333,40.29863943015514,Giro d'Italia-Valvan
1734869392.0,46.504108,12.933326,1626.157753,2.7,3.8,POINT (1439731.2645834056 5861504.193578179),2.0,23.17591402997577,-0.4448560000000725,23.18018308783526,-1.0996434336828271,11.59009154391763,0.39602503554120183,0.19801251777060092,-0.01919239851570125,-0.18826587104443177,24227.68355720446,10345.0,Discesa,172.41666666666666,41.72432955810347,Giro d'Italia-Valvan
1734869394.0,46.50409,12.933519,1626.172942,6.7,3.8,POINT (1439752.7492451288 5861501.282430375),2.0,21.6809933097955,0.015188999999963926,21.68099863025498,0.04013955634841844,10.84049931512749,-0.7495922287901404,-0.3747961143950702,0.000700567418569694,0.006872565813998845,24242.63214204743,10347.0,Discesa,172.45,39.02579753445897,Giro d'Italia-Valvan
1734869396.0,46.504029,12.933675,1624.470495,3.1,3.8,POINT (1439770.1150856924 5861491.416881101),2.0,19.972518142493108,-1.7024469999998928,20.04494466792126,-4.872085239205735,10.02247233396063,-0.8180269811668595,-0.40901349058342973,-0.0850339288619556,-0.8331779082795996,24256.39288690689,10349.0,Discesa,172.48333333333332,36.08090040225827,Giro d'Italia-Valvan
1734869398.0,46.503917,12.933811,1620.242676,2.5,3.8,POINT (1439785.2545364406 5861473.3031145325),2.0,23.607446034324553,-4.227818999999954,23.98303487385003,-10.153372293559782,11.991517436925015,1.969045102964385,0.9845225514821925,-0.17720977670338645,-1.72934345499459,24272.64020885354,10351.0,Discesa,172.51666666666668,43.16946277293005,Giro d'Italia-Valvan
1734869400.0,46.503815,12.933949,1618.756235,2.5,3.8,POINT (1439800.6166261698 5861456.806681019),2.0,22.54165298960498,-1.4864410000000134,22.590609251417902,-3.772734505389007,11.295304625708951,-0.6962128112160642,-0.3481064056080321,-0.06584663892263792,-0.6454888421871531,24288.156682776353,10353.0,Discesa,172.55,40.66309665255223,Giro d'Italia-Valvan
1734869402.0,46.503749,12.934088,1616.744755,2.7,3.8,POINT (1439816.09003539 5861446.132534647),2.0,18.797973126611787,-2.0114800000001196,18.905286177659924,-6.107703159473484,9.452643088829962,-1.842661536878989,-0.9213307684394945,-0.10659952986727259,-1.0437619729511896,24301.10501685893,10355.0,Discesa,172.58333333333334,34.02951511978787,Giro d'Italia-Valvan
1734869404.0,46.503645,12.93421,1615.053412,2.9,3.8,POINT (1439829.671013267 5861429.312693941),2.0,21.618279336399407,-1.6913429999999607,21.684340954021234,-4.473520554362082,10.842170477010617,1.389527388180655,0.6947636940903275,-0.07807766282926032,-0.7651638970804283,24315.982623996002,10357.0,Discesa,172.61666666666667,39.03181371723822,Giro d'Italia-Valvan
1734869406.0,46.503513,12.934281,1611.928703,2.5,3.8,POINT (1439837.5746971134 5861407.964480919),2.0,22.764323350372123,-3.124708999999939,22.97777674047204,-7.815772873347584,11.48888837023602,0.6467178932254036,0.3233589466127018,-0.1364109702279731,-1.3340453097887344,24331.635262501506,10359.0,Discesa,172.65,41.359998132849675,Giro d'Italia-Valvan
1734869409.0,46.503401,12.934331,1607.204009,2.7,3.8,POINT (1439843.140671653 5861389.850886275),3.0,18.94946921405653,-4.7246939999999995,19.529595922294764,-14.000172751346184,6.509865307431588,-4.9790230628044325,-1.6596743542681442,-0.2443491103589843,-2.3732824951635703,24344.66342778343,10362.0,Discesa,172.7,23.43551510675372,Giro d'Italia-Valvan
1734869412.0,46.503335,12.934435,1607.716139,5.1,3.8,POINT (1439854.7178986955 5861379.176821193),3.0,15.746994995109725,0.5121300000000701,15.75532064138686,1.8627394462750764,5.251773547128953,-1.2580917603026354,-0.4193639201008785,0.032510936444276106,0.31887610632330826,24355.50554883314,10365.0,Discesa,172.75,18.906384769664232,Giro d'Italia-Valvan
