unixtime,latitudine,longitudine,altitudine,precisione_orizzontale,precisione_verticale,geometry,delta_tempo,distanza_orizzontale,distanza_verticale,distanza_reale,pendenza,velocita,delta_velocita,accelerazione,pendenza_radianti,accelerazione_max
1734874256.0,46.504624,12.942831,1484.784268,2.7,10.5,POINT (1440789.3563433958 5861587.646891732),3.0,18.98669277572324,-2.7173039999997854,19.18015233485167,-8.144649858603104,6.393384111617223,1.6526419906664263,0.5508806635554754,-0.1421509564547148,-1.3898092035254968
1734874259.0,46.504744,12.942836,1483.835785,2.7,10.5,POINT (1440789.9129408498 5861607.054752596),3.0,19.415840544266903,-0.9484830000001239,19.438993905078725,-2.796732145841504,6.479664635026242,0.0862805234090187,0.0287601744696729,-0.04881218424130049,-0.47865739736510987
1734874261.0,46.504842,12.942888,1481.354386,2.8,10.6,POINT (1440795.701554371 5861622.904537415),2.0,16.873758482332953,-2.4813990000000103,17.05523574499351,-8.3657662358907,8.527617872496755,2.047953237470513,1.0239766187352566,-0.14601016526846533,-1.4272757383107852
1734874264.0,46.504921,12.942998,1480.536554,3.6,10.4,POINT (1440807.9466983583 5861635.681425569),3.0,17.697243349054453,-0.817831999999953,17.71613025849257,-2.64589275592049,5.905376752830857,-2.6222411196658983,-0.8740803732219661,-0.04617954024547924,-0.45286029188872057
1734874268.0,46.505044,12.943026,1479.54055,3.5,10.1,POINT (1440811.0636441004 5861655.574592187),4.0,20.13587417689829,-0.9960040000000845,20.1604923758299,-2.831779312477944,5.040123093957475,-0.8652536588733817,-0.21631341471834542,-0.04942387269260147,-0.4846508238913296
1734874271.0,46.505136,12.943173,1475.565785,3.5,10.1,POINT (1440827.4276092472 5861670.454063308),3.0,22.117369106066356,-3.974764999999934,22.471688253871868,-10.18801058211403,7.490562751290622,2.4504396573331473,0.8168132191110491,-0.17781432888591395,-1.735180917850307
1734874273.0,46.5052,12.943303,1472.988214,3.3,10.0,POINT (1440841.8991430502 5861680.8050145935),2.0,17.79234338469697,-2.5775710000000345,17.97807985795511,-8.243073772020862,8.989039928977554,1.4984771776869321,0.7492385888434661,-0.14386877780655247,-1.4064889971445738
1734874275.0,46.505282,12.943409,1470.928987,3.4,10.0,POINT (1440853.6990090744 5861694.067188736),2.0,17.751678826946346,-2.0592269999999644,17.870716745911007,-6.616840626120978,8.935358372955504,-0.053681556022050714,-0.026840778011025357,-0.11548565500553418,-1.1303976867420182
1734874277.0,46.505351,12.943534,1468.176233,2.7,10.0,POINT (1440867.6139454234 5861705.226838574),2.0,17.837130881926747,-2.7527540000000954,18.0482933454524,-8.773083499803079,9.0241466727262,0.08878829977069636,0.04439414988534818,-0.15311919262395102,-1.496236581660239
1734874279.0,46.505417,12.943662,1466.603538,2.6,10.0,POINT (1440881.862840245 5861715.9012995),2.0,17.803795092627524,-1.5726949999998396,17.87312197863855,-5.0481092686788545,8.936560989319275,-0.08758568340692463,-0.043792841703462315,-0.08810612773888907,-0.8632033042933238
1734874281.0,46.505438,12.943814,1464.833277,2.6,10.1,POINT (1440898.7834028455 5861719.297721602),2.0,17.258074104970238,-1.7702610000001187,17.348629508429926,-5.856677617293444,8.674314754214963,-0.2622462351043122,-0.1311231175521561,-0.102218307649627,-1.001016270568385
1734874283.0,46.505472,12.943982,1460.448085,2.6,10.2,POINT (1440917.485077299 5861724.796693504),2.0,19.49336603411346,-4.385191999999961,19.980521219847894,-12.67810241391512,9.990260609923947,1.3159458557089838,0.6579729278544919,-0.2212746300278598,-2.1530335994071286
1734874285.0,46.505485,12.944148,1457.10378,2.6,10.3,POINT (1440935.9641127705 5861726.899242493),2.0,18.598265086090834,-3.3443050000000767,18.89655630387534,-10.193879300028359,9.44827815193767,-0.5419824579862773,-0.27099122899313866,-0.17791675733638976,-1.7361698884400703
1734874288.0,46.505492,12.944337,1453.949052,2.6,10.5,POINT (1440957.0034965305 5861728.031384464),3.0,21.069822363779483,-3.1547279999999773,21.304687822054703,-8.515485283234913,7.101562607351568,-2.346715544586102,-0.782238514862034,-0.1486232555975711,-1.4526324881401176
1734874291.0,46.505528,12.944513,1450.648268,3.0,10.8,POINT (1440976.5957269103 5861733.853831192),3.0,20.439089440254637,-3.3007840000000215,20.703901858378888,-9.173703410004965,6.901300619459629,-0.20026198789193828,-0.06675399596397942,-0.16011132910601794,-1.5639897861521073
1734874294.0,46.505529,12.944679,1446.530696,3.4,10.9,POINT (1440995.0747623818 5861734.015565879),3.0,18.479743235998367,-4.117571999999882,18.932916025895494,-12.561192680805512,6.310972008631832,-0.5903286108277976,-0.19677620360926587,-0.2192341702574693,-2.1335002629679867
1734874296.0,46.505564,12.944819,1444.263623,3.4,10.8,POINT (1441010.659491093 5861739.676281775),2.0,16.580937050104094,-2.267072999999982,16.735205210777774,-7.785642218836533,8.367602605388887,2.0566305967570555,1.0283152983785278,-0.13588509110097438,-1.3289341749856092
1734874298.0,46.505644,12.944991,1439.241548,3.3,10.7,POINT (1441029.8064435092 5861752.615074654),2.0,23.108832683432368,-5.022075000000086,23.648242752824107,-12.261022889272434,11.824121376412053,3.456518771023166,1.728259385511583,-0.21399521908019212,-2.083307257327497
1734874300.0,46.505702,12.945197,1437.207096,3.4,10.6,POINT (1441052.7382586128 5861761.995711398),2.0,24.77628885998924,-2.034451999999874,24.859675875077908,-4.694189141867221,12.429837937538954,0.6057165611269006,0.3028582805634503,-0.0819290562369502,-0.8028251945153818
1734874302.0,46.505724,12.945364,1434.081129,3.5,10.5,POINT (1441071.328613575 5861765.553886576),2.0,18.927807802696297,-3.1259670000001734,19.184201257829343,-9.377867997980667,9.592100628914672,-2.8377373086242823,-1.4188686543121412,-0.1636746733821716,-1.5984890826500577
1734874304.0,46.505777,12.945517,1431.739238,3.6,10.4,POINT (1441088.3604956665 5861774.125859959),2.0,19.067347357783962,-2.3418910000000324,19.210626973586056,-7.002116971611156,9.605313486793028,0.013212857878356132,0.006606428939178066,-0.12220999576438898,-1.1958980173624056
1734874306.0,46.505849,12.94567,1430.548082,3.5,10.4,POINT (1441105.3923777577 5861785.770818321),2.0,20.632257821688096,-1.1911559999998644,20.666613545449223,-3.304172435661779,10.333306772724612,0.7279932859315839,0.36399664296579193,-0.05766868805593855,-0.5654163094645834
1734874308.0,46.505978,12.945826,1428.365393,3.2,10.6,POINT (1441122.7582183217 5861806.634740626),2.0,27.145453992534634,-2.182688999999982,27.233064530668145,-4.597100993208578,13.616532265334072,3.2832254926094606,1.6416127463047303,-0.08023454837819116,-0.7862566868259278
1734874310.0,46.506088,12.945994,1425.470741,4.1,10.7,POINT (1441141.459892775 5861824.425721236),2.0,25.812237764065248,-2.894651999999951,25.974037587362883,-6.398565541370363,12.987018793681441,-0.6295134716526309,-0.31475673582631547,-0.11167603610156629,-1.0932661518059577
1734874312.0,46.506141,12.94617,1423.282862,3.7,10.6,POINT (1441161.0521231545 5861832.997752019),2.0,21.385396956851427,-2.1878790000000663,21.497023457231272,-5.8414441279589715,10.748511728615636,-2.2385070650658054,-1.1192535325329027,-0.101952433104173,-0.9984216202164861
1734874314.0,46.50625,12.946291,1420.844947,3.2,10.4,POINT (1441174.5217815405 5861850.627049142),2.0,22.186117597789572,-2.4379149999999754,22.31966047255587,-6.27077149925685,11.159830236277935,0.4113185076622994,0.2056592538311497,-0.10944560930225318,-1.0715192634496689
1734874316.0,46.506405,12.946314,1418.076048,3.2,10.3,POINT (1441177.0821298286 5861875.696293998),2.0,25.19965120805228,-2.7688990000001468,25.35131599502662,-6.270418221617498,12.67565799751331,1.515827761235375,0.7579138806176875,-0.10943944344427282,-1.0714591382684124
1734874318.0,46.506546,12.946349,1414.677953,3.0,10.3,POINT (1441180.9783120065 5861898.501282052),2.0,23.135421235225724,-3.398095000000012,23.383643115655833,-8.355770446266245,11.691821557827916,-0.983836439685394,-0.491918219842697,-0.1458357058281819,-1.4255824802458363
1734874320.0,46.506642,12.946458,1411.316798,3.2,10.3,POINT (1441193.112136503 5861914.028116277),2.0,19.705640765323572,-3.361154999999826,19.990238640546693,-9.679681470989376,9.995119320273346,-1.69670223755457,-0.848351118777285,-0.1689423122130526,-1.6494515719846632
1734874322.0,46.506743,12.946538,1408.200794,3.6,10.3,POINT (1441202.0176957666 5861930.363669386),2.0,18.605356249374896,-3.1160039999999753,18.864484145986324,-9.507594212433794,9.432242072993162,-0.5628772472801842,-0.2814386236400921,-0.16593882295052692,-1.620399423776638
1734874325.0,46.506793,12.94668,1404.292109,3.5,10.5,POINT (1441217.825063459 5861938.4505881),3.0,17.7558758624874,-3.908685000000105,18.18100508974376,-12.414781594202198,6.060335029914587,-3.3719070430785756,-1.1239690143595251,-0.21667881473481893,-2.1090253074969825
1734874328.0,46.506903,12.946809,1400.283517,3.4,10.5,POINT (1441232.1852777714 5861956.241835446),3.0,22.863600705884988,-4.008591999999908,23.212346866713148,-9.944388181054595,7.7374489555710495,1.677113925656463,0.5590379752188209,-0.1735623158558127,-1.6941107999894105
1734874330.0,46.506989,12.946872,1396.885063,3.9,10.3,POINT (1441239.1984056917 5861970.151381178),2.0,15.577529511718089,-3.398454000000129,15.943930358558546,-12.3070337543922,7.971965179279273,0.23451622370822367,0.11725811185411184,-0.21479826016822304,-2.0910047265795604
1734874332.0,46.507108,12.946887,1394.324889,4.3,10.2,POINT (1441240.8681980534 5861989.398347029),2.0,19.319262434821034,-2.560173999999961,19.48816030146927,-7.548809194555539,9.744080150734636,1.7721149714553626,0.8860574857276813,-0.13175157504981536,-1.288746939243213
1734874334.0,46.507247,12.94688,1389.508785,3.8,10.2,POINT (1441240.0889616178 5862011.880150409),2.0,22.49530379073637,-4.816103999999996,23.005076621831407,-12.084240923442035,11.502538310915703,1.7584581601810676,0.8792290800905338,-0.21090979171830354,-2.0537197513684595
1734874336.0,46.507351,12.946951,1385.881105,4.6,10.2,POINT (1441247.9926454641 5862028.701105645),2.0,18.585283247186013,-3.627680000000055,18.936018999793315,-11.044751169740314,9.468009499896658,-2.0345288110190456,-1.0172644055095228,-0.1927672729754636,-1.879357049672847
1734874338.0,46.507494,12.946939,1382.567514,4.3,10.3,POINT (1441246.6568115747 5862051.829971642),2.0,23.167410181147563,-3.3135909999998603,23.403178839995643,-8.139702168320161,11.701589419997822,2.233579920101164,1.116789960050582,-0.1420646029689085,-1.388970615156171
1734874340.0,46.507636,12.946928,1379.444125,3.7,10.3,POINT (1441245.4322971758 5862074.797157525),2.0,22.999805714194732,-3.1233890000000883,23.210916003812216,-7.733496819523423,11.605458001906108,-0.09613141809171388,-0.04806570904585694,-0.13497498219319343,-1.3200877589220694
1734874342.0,46.507771,12.94692,1378.271255,3.8,10.2,POINT (1441244.5417412496 5862096.632213824),2.0,21.85320968308957,-1.1728699999998753,21.884661237724917,-3.072138568595983,10.942330618862458,-0.6631273830436495,-0.33156369152182474,-0.05361893309950557,-0.5257497283149585
1734874344.0,46.507914,12.946962,1375.818963,3.7,10.1,POINT (1441249.2171598626 5862119.761258531),2.0,23.59686945893929,-2.4522920000001704,23.723953808661125,-5.933134456371201,11.861976904330563,0.9196462854681045,0.4598231427340522,-0.10355273122720132,-1.0140377406745318
1734874346.0,46.508038,12.946968,1375.062939,3.7,10.2,POINT (1441249.8850768076 5862139.817262638),2.0,20.067122708183362,-0.7560240000000249,20.081359168987152,-2.1575842211536203,10.040679584493576,-1.8212973198369866,-0.9106486599184933,-0.03765694854820816,-0.3693273636305524
1734874349.0,46.508166,12.946894,1374.381375,3.6,10.2,POINT (1441241.6474344889 5862160.520282611),3.0,22.281691743871026,-0.6815639999999803,22.29211332411053,-1.752046863191734,7.430704441370177,-2.609975143123399,-0.8699917143744663,-0.030578986411934406,-0.29993310830553965
1734874351.0,46.508267,12.946838,1373.680884,4.4,10.2,POINT (1441235.4135430043 5862176.856293719),2.0,17.485041091239513,-0.700490999999829,17.499067106660714,-2.2941739839810715,8.749533553330357,1.3188291119601798,0.6594145559800899,-0.040040889634065345,-0.39269617449393546
1734874353.0,46.508371,12.946725,1371.813955,4.2,10.4,POINT (1441222.834440545 5862193.6775646005),2.0,21.004498869113057,-1.8669290000000274,21.087304157563924,-5.0792355504925535,10.543652078781962,1.794118525451605,0.8970592627258025,-0.08864938384044176,-0.8685118473729091
1734874355.0,46.50851,12.946612,1369.474249,4.0,10.6,POINT (1441210.2553380851 5862216.15989036),2.0,25.762158105657377,-2.3397059999999783,25.868185371752,-5.189337059278074,12.934092685876,2.390440607094037,1.1952203035470186,-0.09057101768016255,-0.8872874355177572
1734874356.0,46.508595,12.946536,1368.844297,4.2,10.7,POINT (1441201.7950567848 5862229.908103505),1.0,16.142791715195575,-0.629952000000003,16.155078578654173,-2.2347612807816453,16.155078578654173,3.220985892778174,3.220985892778174,-0.03900394234572519,-0.3825316658109906
1734874357.0,46.508674,12.946464,1366.629283,4.7,10.8,POINT (1441193.780053448 5862242.685873821),1.0,15.083490734694728,-2.21501400000011,15.245260895236203,-8.354186929177498,15.245260895236203,-0.9098176834179696,-0.9098176834179696,-0.14580806824122167,-1.425314233014601
1734874359.0,46.508822,12.946362,1364.801169,3.2,11.1,POINT (1441182.4254653868 5862266.624025161),2.0,26.494560943977888,-1.828113999999914,26.55755561815044,-3.947129547734038,13.27877780907522,-1.9664830861609826,-0.9832415430804913,-0.06889040661071365,-0.6752804587084256
1734874360.0,46.50893,12.946286,1363.283758,3.3,11.3,POINT (1441173.9651840865 5862284.092447005),1.0,19.409330781748757,-1.5174110000000383,19.468555609964003,-4.470260448517849,19.468555609964003,6.189777800888782,6.189777800888782,-0.07802076324831494,-0.7646074114703111
1734874361.0,46.509034,12.946238,1361.992806,3.9,11.4,POINT (1441168.6218485283 5862300.913923064),1.0,17.649739139492606,-1.2909520000000612,17.696888109451372,-4.183326406968686,17.696888109451372,-1.7716675005126312,-1.7716675005126312,-0.07301281948722783,-0.7156195508314829
1734874362.0,46.509129,12.946225,1360.109954,5.0,11.5,POINT (1441167.1746951481 5862316.279722596),1.0,15.433795649256197,-1.8828519999999571,15.548221113584132,-6.955451445756871,15.548221113584132,-2.1486669958672397,-2.1486669958672397,-0.12139552869105717,-1.1879672912460755
1734874363.0,46.50922,12.946244,1358.352428,4.6,11.5,POINT (1441169.2897654732 5862330.998566276),1.0,14.870033012071321,-1.757526000000098,14.973535969194693,-6.740658258181634,14.973535969194693,-0.5746851443894396,-0.5746851443894396,-0.11764668035701552,-1.1514534773531009
1734874364.0,46.509316,12.946256,1357.516103,4.8,11.4,POINT (1441170.625599363 5862346.526164343),1.0,15.58495280352038,-0.836324999999988,15.60737624950404,-3.0716792781924047,15.60737624950404,0.6338402803093466,0.6338402803093466,-0.05361091696974032,-0.5256712030800561
1734874366.0,46.509468,12.946304,1356.284192,4.9,11.0,POINT (1441175.9689349208 5862371.111584035),2.0,25.15937392547027,-1.2319109999998545,25.189515696685277,-2.8032086321611134,12.594757848342638,-3.012618401161401,-1.5063092005807004,-0.04892522025153804,-0.479764956798628
1734874368.0,46.509582,12.946391,1354.577655,4.3,10.6,POINT (1441185.65373062 5862389.550693924),2.0,20.82777091352756,-1.7065370000000257,20.897567077503393,-4.684103613220422,10.448783538751696,-2.145974309590942,-1.072987154795471,-0.08175303055525936,-0.8011041624085696
1734874370.0,46.509667,12.946471,1354.306484,4.0,10.5,POINT (1441194.5592898834 5862403.299178219),2.0,16.3807755074672,-0.27117100000009486,16.383019866229738,-0.9484004461110304,8.191509933114869,-2.2572736056368274,-1.1286368028184137,-0.01655271041202053,-0.1623746740052709
1734874372.0,46.509755,12.946552,1353.800456,4.2,10.3,POINT (1441203.5761686375 5862417.532925789),2.0,16.84944130672543,-0.5060280000000148,16.857038194343904,-1.720208769155707,8.428519097171952,0.23700916405708305,0.11850458202854153,-0.030023306843446167,-0.2944843941604034
1734874374.0,46.509835,12.946645,1353.236034,4.0,10.2,POINT (1441213.9288812815 5862430.472716305),2.0,16.571567146531446,-0.5644219999999223,16.581176372202435,-1.9507208828511724,8.290588186101218,-0.1379309110707343,-0.06896545553536715,-0.03404650219316355,-0.33393166417804493
1734874376.0,46.509898,12.946739,1352.893882,3.9,10.2,POINT (1441224.392913416 5862440.662814741),2.0,14.605960243666834,-0.34215199999994184,14.609967235783936,-1.3419371614962112,7.304983617891968,-0.9856045682092498,-0.4928022841046249,-0.023421221822975763,-0.22974118051260145
1734874378.0,46.509962,12.946831,1351.891765,3.8,10.2,POINT (1441234.634306569 5862451.014672865),2.0,14.561837120832315,-1.0021169999999984,14.596278252189459,-3.9367759693111952,7.298139126094729,-0.006844491797238561,-0.0034222458986192805,-0.0687097025778716,-0.6735119460007114
1734874380.0,46.510016,12.946945,1351.261169,4.5,10.2,POINT (1441247.3247285192 5862459.74906264),2.0,15.405725364606926,-0.6305959999999686,15.418625922075844,-2.3439552633294305,7.709312961037922,0.4111738349431926,0.2055869174715963,-0.04090973686454927,-0.40121258478309574
1734874382.0,46.51006,12.947094,1350.224057,4.4,10.2,POINT (1441263.9113326475 5862466.865979242),2.0,18.048987185920183,-1.0371120000002065,18.078759352844305,-3.2886538113543766,9.039379676422152,1.3300667153842305,0.6650333576921152,-0.057397836966394354,-0.5627636565891541
1734874384.0,46.51012,12.947231,1348.847747,4.2,10.3,POINT (1441279.1621028862 5862476.570874801),2.0,18.076808088819345,-1.3763099999998758,18.129126286065308,-4.353916308952265,9.064563143032654,0.025183466610501526,0.012591733305250763,-0.07599017494749569,-0.744746375912037
1734874386.0,46.51023,12.947368,1347.358857,4.2,10.4,POINT (1441294.412873125 5862494.363211153),2.0,23.434018557263315,-1.488890000000083,23.481269539236198,-3.6354243890353284,11.740634769618099,2.676071626585445,1.3380358132927226,-0.06345012529596972,-0.622028160598165
1734874388.0,46.510343,12.947498,1345.497598,3.6,10.4,POINT (1441308.884406928 5862512.640830538),2.0,23.31301484152621,-1.8612590000000182,23.387196199337414,-4.564684871318797,11.693598099668707,-0.04703666994939226,-0.02351833497469613,-0.07966878032048669,-0.7807242319418125
1734874390.0,46.510404,12.947604,1344.03061,4.5,10.4,POINT (1441320.6842729521 5862522.507525822),2.0,15.381434068837043,-1.4669879999999011,15.45123191872171,-5.448045411820089,7.725615959360855,-3.9679821403078517,-1.9839910701539258,-0.09508633023443094,-0.9313919016749586
1734874394.0,46.510395,12.947762,1342.105581,5.1,10.4,POINT (1441338.2727524976 5862521.051783198),4.0,17.648620323106304,-1.925028999999995,17.753296481498918,-6.2249466694899995,4.4383241203747295,-3.2872918389861256,-0.8218229597465314,-0.10864581514365573,-1.0637198849058778
1734874396.0,46.51038,12.947902,1339.988553,4.9,10.4,POINT (1441353.8574812084 5862518.625546026),2.0,15.772456872734578,-2.1170280000001185,15.913899690366806,-7.644726714424851,7.956949845183403,3.5186257248086736,1.7593128624043368,-0.13342565158188194,-1.305025486152381
1734874398.0,46.510367,12.948074,1336.830602,5.1,10.1,POINT (1441373.004433625 5862516.5228076875),2.0,19.262068823482632,-3.157950999999912,19.519220012054326,-9.310620315312802,9.759610006027163,1.80266016084376,0.90133008042188,-0.162500979905281,-1.5871279329229027
1734874399.0,46.510377,12.948204,1334.60948,4.9,10.1,POINT (1441387.475967428 5862518.140298672),1.0,14.56164714918485,-2.221121999999923,14.730069607311668,-8.672611839154293,14.730069607311668,4.970459601284505,4.970459601284505,-0.1513656313406833,-1.479233119793513
1734874400.0,46.510391,12.948336,1333.464226,4.8,10.1,POINT (1441402.1701402126 5862520.404786553),1.0,14.867636637689657,-1.1452540000000226,14.911680854782531,-4.404795317184375,14.911680854782531,0.18161124747086355,0.18161124747086355,-0.0768781811612953,-0.7534322823437378
1734874402.0,46.510397,12.948536,1331.793837,4.6,10.0,POINT (1441424.4340383715 5862521.375281537),2.0,22.285040312815443,-1.6703890000001138,22.347555149392313,-4.286624722738624,11.173777574696157,-3.7379032800863747,-1.8689516400431874,-0.07481571520917803,-0.7332576642258207
1734874404.0,46.510433,12.948725,1330.405153,4.4,9.9,POINT (1441445.4734221313 5862527.198253691),2.0,21.830315474082564,-1.388684000000012,21.874439808823098,-3.6398314756125787,10.937219904411549,-0.23655767028460772,-0.11827883514230386,-0.06352704346716319,-0.622781207613155
1734874406.0,46.510452,12.948926,1329.349853,4.5,9.9,POINT (1441467.8486397807 5862530.271490551),2.0,22.585286131715154,-1.0552999999999884,22.609927194518892,-2.6752059173985545,11.304963597259446,0.3677436928478972,0.1838718464239486,-0.046691151427440236,-0.45787378751531516
1734874408.0,46.510467,12.949108,1328.654463,4.4,9.9,POINT (1441488.1087871052 5862532.697730934),2.0,20.40490656707151,-0.6953899999998612,20.41675241714553,-1.9518588824560483,10.208376208572766,-1.0965873886866806,-0.5482936943433403,-0.03406636403315503,-0.33412639584490744
1734874410.0,46.510489,12.949266,1327.827973,4.9,9.9,POINT (1441505.6972666504 5862536.256218043),2.0,17.94484447456138,-0.8264900000001489,17.963867315706167,-2.63702188254535,8.981933657853084,-1.226442550719682,-0.613221275359841,-0.046024714297555544,-0.4513430631338827
1734874412.0,46.510509,12.949417,1327.20485,4.5,9.9,POINT (1441522.5065097602 5862539.491207572),2.0,17.117704611697594,-0.6231229999998504,17.12904239724048,-2.0847748780842243,8.56452119862024,-0.4174124592328443,-0.20870622961642216,-0.03638618578543309,-0.35686972384301663
1734874414.0,46.510514,12.949562,1326.356518,4.6,9.9,POINT (1441538.6478359255 5862540.299955141),2.0,16.161574273717182,-0.8483320000000276,16.18382371960042,-3.0047367474722724,8.09191185980021,-0.4726093388200301,-0.23630466941001504,-0.05244254939905656,-0.5142256282686294
1734874417.0,46.510537,12.949748,1325.330378,4.0,10.1,POINT (1441559.3532612128 5862544.020194914),3.0,21.036986958738826,-1.0261399999999412,21.0619985661795,-2.79255432191216,7.0206661887265005,-1.0712456710737088,-0.35708189035790294,-0.04873926745816482,-0.47794293444515246
1734874420.0,46.510578,12.949918,1324.531529,4.5,10.1,POINT (1441578.2775746477 5862550.651930589),3.0,20.052669574013866,-0.7988490000000183,20.068575354752575,-2.281316504611527,6.689525118250859,-0.3311410704756419,-0.11038035682521397,-0.039816484285559554,-0.3904965126557585
1734874423.0,46.51065,12.950051,1324.329398,4.6,10.0,POINT (1441593.0830669233 5862562.297917538),3.0,18.836974638782095,-0.2021310000000085,18.838059095439764,-0.614791332223832,6.279353031813255,-0.41017208643760394,-0.13672402881253465,-0.01073013296002818,-0.10526058443462981
1734874426.0,46.510714,12.950176,1323.766905,4.4,10.0,POINT (1441606.9980032726 5862572.649918888),3.0,17.34328070299398,-0.5624930000001314,17.35239994692067,-1.8576174990867114,5.784133315640223,-0.4952197161730316,-0.16507323872434387,-0.03242154160172587,-0.31799960506215247
1734874430.0,46.510778,12.950318,1323.477348,4.3,9.9,POINT (1441622.805370965 5862583.00193243),4.0,18.895424254173665,-0.2895570000000589,18.897642736634204,-0.8779424766412834,4.724410684158551,-1.0597226314816721,-0.26493065787041803,-0.015322986860503804,-0.15031261885875297
1734874434.0,46.510838,12.950441,1322.730604,4.5,9.9,POINT (1441636.4976683327 5862592.706956194),4.0,16.782922673274733,-0.7467439999998078,16.799527376050044,-2.5476539047795446,4.199881844012511,-0.52452884014604,-0.13113221003651,-0.04446494883969315,-0.4360574244750285
1734874439.0,46.510907,12.950555,1322.252519,4.7,9.9,POINT (1441649.188090283 5862603.867746769),5.0,16.900001643511885,-0.47808500000019194,16.90676257649375,-1.6204110368308873,3.38135251529875,-0.8185293287137609,-0.1637058657427522,-0.028281507828354084,-0.2774046082910412
1734874449.0,46.510984,12.95068,1321.381322,4.8,10.3,POINT (1441663.1030266322 5862616.322558775),10.0,18.67479037868789,-0.8711969999999383,18.695100424997527,-2.6709669317967157,1.8695100424997526,-1.5118424727989974,-0.15118424727989974,-0.046617167171743516,-0.45714879170008665
1734874453.0,46.511044,12.950789,1322.3137,4.9,10.0,POINT (1441675.2368511287 5862626.027619324),4.0,15.53762842823536,0.9323779999999715,15.56557823881887,3.434072362296271,3.8913945597047177,2.021884517204965,0.5054711293012413,0.059935869473809515,0.5876189139693518
1734874457.0,46.511104,12.950897,1321.565462,4.7,10.0,POINT (1441687.2593561343 5862635.732690587),4.0,15.450858708486447,-0.7482379999999011,15.468965541827783,-2.772494020834257,3.867241385456946,-0.024153174247771858,-0.0060382935619429645,-0.04838914915541405,-0.47451232340981253
1734874463.0,46.511184,12.950992,1321.555613,4.2,10.0,POINT (1441697.8347077596 5862648.672802269),6.0,16.711808769818827,-0.009849000000031083,16.711811672041858,-0.03376690547779166,2.7853019453403096,-1.0819394401166362,-0.18032324001943936,-0.0005893436787971735,-0.00578146115432499
1734874470.0,46.511249,12.951084,1320.859027,4.5,10.3,POINT (1441708.0761009126 5862659.186657037),7.0,14.677441050191511,-0.6965860000000248,14.693961611398164,-2.717197938669007,2.0991373730568808,-0.6861645722834289,-0.09802351032620413,-0.047424050458177124,-0.46505556777142143
1734874478.0,46.511317,12.951187,1320.597519,4.8,10.1,POINT (1441719.5420084642 5862670.185780098),8.0,15.888604221079104,-0.2615080000000489,15.890756134563162,-0.9429369478105815,1.9863445168203953,-0.1127928562364855,-0.014099107029560687,-0.016457354378000583,-0.16143935872381968
1734874487.0,46.511405,12.951232,1320.50693,4.6,5.2,POINT (1441724.55138555 5862684.41995978),9.0,15.089921471312094,-0.09058899999990899,15.090193384356834,-0.3439583850074464,1.6766881538174259,-0.3096563630029694,-0.03440626255588549,-0.006003206308222241,-0.05889110015782506
1734875023.0,46.511586,12.951267,1317.400024,1.1,9.9,POINT (1441728.4475677276 5862713.697151807),536.0,29.535304443408517,-3.106905999999981,29.698267179377027,-6.005027772750653,0.05540721488689744,-1.6212809389305285,-0.0030247778711390456,-0.10480750630820072,-1.026280344099159
